Image,True Label
../../../dataset/val/nevus/nev07742.jpg,nevus
../../../dataset/val/nevus/nev07745.jpg,nevus
../../../dataset/val/nevus/nev07747.jpg,nevus
../../../dataset/val/nevus/nev07754.jpg,nevus
../../../dataset/val/nevus/nev07757.jpg,nevus
../../../dataset/val/nevus/nev07773.jpg,nevus
../../../dataset/val/nevus/nev07782.jpg,nevus
../../../dataset/val/nevus/nev07787.jpg,nevus
../../../dataset/val/nevus/nev07801.jpg,nevus
../../../dataset/val/nevus/nev07804.jpg,nevus
../../../dataset/val/nevus/nev07811.jpg,nevus
../../../dataset/val/nevus/nev07827.jpg,nevus
../../../dataset/val/nevus/nev07831.jpg,nevus
../../../dataset/val/nevus/nev07834.jpg,nevus
../../../dataset/val/nevus/nev07840.jpg,nevus
../../../dataset/val/nevus/nev07865.jpg,nevus
../../../dataset/val/nevus/nev07873.jpg,nevus
../../../dataset/val/nevus/nev07884.jpg,nevus
../../../dataset/val/nevus/nev07886.jpg,nevus
../../../dataset/val/nevus/nev07918.jpg,nevus
../../../dataset/val/nevus/nev07920.jpg,nevus
../../../dataset/val/nevus/nev07942.jpg,nevus
../../../dataset/val/nevus/nev07952.jpg,nevus
../../../dataset/val/nevus/nev07954.jpg,nevus
../../../dataset/val/nevus/nev07957.jpg,nevus
../../../dataset/val/nevus/nev07977.jpg,nevus
../../../dataset/val/nevus/nev08017.jpg,nevus
../../../dataset/val/nevus/nev08035.jpg,nevus
../../../dataset/val/nevus/nev08043.jpg,nevus
../../../dataset/val/nevus/nev08046.jpg,nevus
../../../dataset/val/nevus/nev08054.jpg,nevus
../../../dataset/val/nevus/nev08061.jpg,nevus
../../../dataset/val/nevus/nev08073.jpg,nevus
../../../dataset/val/nevus/nev08079.jpg,nevus
../../../dataset/val/nevus/nev08106.jpg,nevus
../../../dataset/val/nevus/nev08115.jpg,nevus
../../../dataset/val/nevus/nev08119.jpg,nevus
../../../dataset/val/nevus/nev08138.jpg,nevus
../../../dataset/val/nevus/nev08146.jpg,nevus
../../../dataset/val/nevus/nev08153.jpg,nevus
../../../dataset/val/nevus/nev08176.jpg,nevus
../../../dataset/val/nevus/nev08180.jpg,nevus
../../../dataset/val/nevus/nev08239.jpg,nevus
../../../dataset/val/nevus/nev08246.jpg,nevus
../../../dataset/val/nevus/nev08248.jpg,nevus
../../../dataset/val/nevus/nev08281.jpg,nevus
