Image,True Label
../../../dataset/val/nevus/nev07742.jpg,nevus
../../../dataset/val/nevus/nev07747.jpg,nevus
../../../dataset/val/nevus/nev07757.jpg,nevus
../../../dataset/val/nevus/nev07777.jpg,nevus
../../../dataset/val/nevus/nev07779.jpg,nevus
../../../dataset/val/nevus/nev07804.jpg,nevus
../../../dataset/val/nevus/nev07817.jpg,nevus
../../../dataset/val/nevus/nev07823.jpg,nevus
../../../dataset/val/nevus/nev07827.jpg,nevus
../../../dataset/val/nevus/nev07831.jpg,nevus
../../../dataset/val/nevus/nev07894.jpg,nevus
../../../dataset/val/nevus/nev07895.jpg,nevus
../../../dataset/val/nevus/nev07896.jpg,nevus
../../../dataset/val/nevus/nev07910.jpg,nevus
../../../dataset/val/nevus/nev07918.jpg,nevus
../../../dataset/val/nevus/nev07920.jpg,nevus
../../../dataset/val/nevus/nev07924.jpg,nevus
../../../dataset/val/nevus/nev07942.jpg,nevus
../../../dataset/val/nevus/nev07957.jpg,nevus
../../../dataset/val/nevus/nev07967.jpg,nevus
../../../dataset/val/nevus/nev07989.jpg,nevus
../../../dataset/val/nevus/nev08022.jpg,nevus
../../../dataset/val/nevus/nev08053.jpg,nevus
../../../dataset/val/nevus/nev08067.jpg,nevus
../../../dataset/val/nevus/nev08074.jpg,nevus
../../../dataset/val/nevus/nev08079.jpg,nevus
../../../dataset/val/nevus/nev08089.jpg,nevus
../../../dataset/val/nevus/nev08115.jpg,nevus
../../../dataset/val/nevus/nev08138.jpg,nevus
../../../dataset/val/nevus/nev08146.jpg,nevus
../../../dataset/val/nevus/nev08165.jpg,nevus
../../../dataset/val/nevus/nev08176.jpg,nevus
../../../dataset/val/nevus/nev08180.jpg,nevus
../../../dataset/val/nevus/nev08185.jpg,nevus
../../../dataset/val/nevus/nev08196.jpg,nevus
../../../dataset/val/nevus/nev08210.jpg,nevus
../../../dataset/val/nevus/nev08225.jpg,nevus
../../../dataset/val/nevus/nev08229.jpg,nevus
../../../dataset/val/nevus/nev08246.jpg,nevus
../../../dataset/val/nevus/nev08248.jpg,nevus
../../../dataset/val/nevus/nev08255.jpg,nevus
../../../dataset/val/nevus/nev08264.jpg,nevus
../../../dataset/val/nevus/nev08266.jpg,nevus
../../../dataset/val/nevus/nev08346.jpg,nevus
../../../dataset/val/nevus/nev08354.jpg,nevus
../../../dataset/val/nevus/nev08370.jpg,nevus
../../../dataset/val/nevus/nev08383.jpg,nevus
../../../dataset/val/nevus/nev08401.jpg,nevus
../../../dataset/val/nevus/nev08402.jpg,nevus
../../../dataset/val/nevus/nev08417.jpg,nevus
../../../dataset/val/nevus/nev08431.jpg,nevus
../../../dataset/val/nevus/nev08435.jpg,nevus
../../../dataset/val/nevus/nev08441.jpg,nevus
../../../dataset/val/nevus/nev08457.jpg,nevus
../../../dataset/val/nevus/nev08477.jpg,nevus
../../../dataset/val/nevus/nev08489.jpg,nevus
../../../dataset/val/nevus/nev08497.jpg,nevus
../../../dataset/val/nevus/nev08502.jpg,nevus
../../../dataset/val/nevus/nev08509.jpg,nevus
../../../dataset/val/nevus/nev08552.jpg,nevus
../../../dataset/val/nevus/nev08565.jpg,nevus
../../../dataset/val/nevus/nev08569.jpg,nevus
../../../dataset/val/nevus/nev08601.jpg,nevus
../../../dataset/val/nevus/nev08604.jpg,nevus
../../../dataset/val/nevus/nev08634.jpg,nevus
../../../dataset/val/nevus/nev08642.jpg,nevus
../../../dataset/val/nevus/nev08698.jpg,nevus
../../../dataset/val/nevus/nev08712.jpg,nevus
../../../dataset/val/nevus/nev08735.jpg,nevus
../../../dataset/val/nevus/nev08736.jpg,nevus
../../../dataset/val/nevus/nev08741.jpg,nevus
../../../dataset/val/nevus/nev08747.jpg,nevus
../../../dataset/val/nevus/nev08762.jpg,nevus
../../../dataset/val/nevus/nev08770.jpg,nevus
../../../dataset/val/nevus/nev08774.jpg,nevus
../../../dataset/val/nevus/nev08780.jpg,nevus
../../../dataset/val/nevus/nev08798.jpg,nevus
../../../dataset/val/nevus/nev08805.jpg,nevus
../../../dataset/val/nevus/nev08818.jpg,nevus
../../../dataset/val/nevus/nev08826.jpg,nevus
../../../dataset/val/nevus/nev08828.jpg,nevus
../../../dataset/val/nevus/nev08840.jpg,nevus
../../../dataset/val/nevus/nev08860.jpg,nevus
../../../dataset/val/nevus/nev08875.jpg,nevus
../../../dataset/val/nevus/nev08935.jpg,nevus
../../../dataset/val/nevus/nev08951.jpg,nevus
../../../dataset/val/nevus/nev08977.jpg,nevus
../../../dataset/val/nevus/nev08983.jpg,nevus
../../../dataset/val/nevus/nev08991.jpg,nevus
../../../dataset/val/nevus/nev09000.jpg,nevus
../../../dataset/val/nevus/nev09004.jpg,nevus
../../../dataset/val/nevus/nev09010.jpg,nevus
../../../dataset/val/nevus/nev09014.jpg,nevus
../../../dataset/val/nevus/nev09018.jpg,nevus
../../../dataset/val/nevus/nev09026.jpg,nevus
../../../dataset/val/nevus/nev09032.jpg,nevus
../../../dataset/val/nevus/nev09039.jpg,nevus
../../../dataset/val/nevus/nev09047.jpg,nevus
../../../dataset/val/nevus/nev09059.jpg,nevus
../../../dataset/val/nevus/nev09065.jpg,nevus
../../../dataset/val/nevus/nev09076.jpg,nevus
../../../dataset/val/nevus/nev09084.jpg,nevus
../../../dataset/val/nevus/nev09096.jpg,nevus
../../../dataset/val/nevus/nev09099.jpg,nevus
../../../dataset/val/nevus/nev09100.jpg,nevus
../../../dataset/val/nevus/nev09144.jpg,nevus
../../../dataset/val/nevus/nev09181.jpg,nevus
