Image,True Label
../../../dataset/3_class_val/bcc/bcc01995.jpg,bcc
../../../dataset/3_class_val/bcc/bcc01998.jpg,bcc
../../../dataset/3_class_val/bcc/bcc01999.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02000.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02001.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02002.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02003.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02004.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02005.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02007.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02009.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02010.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02012.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02013.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02014.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02015.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02016.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02017.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02019.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02020.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02021.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02022.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02023.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02024.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02025.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02029.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02030.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02031.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02032.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02036.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02037.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02040.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02043.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02044.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02045.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02046.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02049.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02050.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02055.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02056.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02058.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02060.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02061.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02062.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02063.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02064.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02065.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02068.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02069.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02070.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02072.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02073.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02074.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02075.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02076.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02078.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02079.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02081.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02082.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02083.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02085.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02087.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02089.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02090.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02091.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02094.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02095.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02096.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02097.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02098.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02101.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02102.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02103.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02112.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02115.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02122.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02123.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02125.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02126.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02127.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02128.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02129.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02130.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02131.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02132.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02135.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02137.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02138.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02142.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02144.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02145.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02150.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02151.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02154.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02155.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02156.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02157.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02158.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02159.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02160.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02163.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02165.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02166.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02168.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02171.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02173.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02175.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02176.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02177.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02181.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02183.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02184.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02185.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02186.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02187.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02188.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02190.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02191.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02192.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02193.jpg,bcc
../../../dataset/3_class_val/bcc/bcc02194.jpg,bcc
